Organisational Unit,Payment Date,Amount,Beneficiary Name
Neighbourhood Service,2013-04-26,29995.00,VIDEALERT LTD
Neighbourhood Service,2013-04-12,500.00,WAKEFIELD MET DIST COUNCIL
Neighbourhood Service,2013-04-08,1000.00,WEST YORKSHIRE POLICE AUTHORITY
Neighbourhood Service,2013-04-08,1000.00,WEST YORKSHIRE POLICE AUTHORITY
Neighbourhood Service,2013-04-10,500.00,WEST YORKSHIRE POLICE AUTHORITY
Pensions & Investments,2013-04-15,1766.81,BIBIS IT SOLUTIONS
Pensions & Investments,2013-04-29,3830.00,CIPFA BUSINESS LTD
Pensions & Investments,2013-04-15,10000.00,CIVICA UK LTD
Pensions & Investments,2013-04-29,10000.00,CLUB VITA LLP
Pensions & Investments,2013-04-03,3609.56,DISASTER RECOVERY SERVICES LTD
Pensions & Investments,2013-04-26,4854.00,MAZARS LLP
Pensions & Investments,2013-04-19,620.00,NATIONAL ASSOC OF PENSION FUNDS
Pensions & Investments,2013-04-05,12700.00,PENDRAGON PROFESSIONAL INFORMATION
Pensions & Investments,2013-04-17,624.55,REDFERN TRAVEL LTD
Pensions & Investments,2013-04-19,1104.19,SERVO LTD T/A ICM
Pensions & Investments,2013-04-12,744.00,TRACESMART LTD
Plans & Performance,2013-04-05,1305.00,ALFRED BAGNALL & SONS (NORTH) LTD
Plans & Performance,2013-04-26,892.22,ANDREW NEAL
Plans & Performance,2013-04-26,612.67,CYCLE-RE-CYCLE
Plans & Performance,2013-04-15,825.54,DBDA LTD
Plans & Performance,2013-04-24,750.00,FORE CONSULTING LTD
Plans & Performance,2013-04-12,928.00,FRANCINE HODDY
Plans & Performance,2013-04-05,17775.00,GVA
Plans & Performance,2013-04-22,5360.00,HIVE (BRADFORD)
Plans & Performance,2013-04-29,1500.00,INTEGREAT PLUS
Plans & Performance,2013-04-12,540.00,MTB CYCLE YORKSHIRE
Plans & Performance,2013-04-05,1025.00,ONYERBIKESEAT.COM
Plans & Performance,2013-04-19,1450.00,POS ENTERPRISES LTD
Plans & Performance,2013-04-19,4165.60,ROAD SAFETY GB (NORTH WEST GROUP)
Plans & Performance,2013-04-05,547.90,SUSTRANS LTD
Plans & Performance,2013-04-08,3117.00,UNIVERSITY OF BRADFORD
Plans & Performance,2013-04-10,16800.00,WAKEFIELD MET DIST COUNCIL
Plans & Performance,2013-04-10,19330.00,WEST YORKSHIRE ARCHAEOLOGICAL SERVI
Plans & Performance,2013-04-05,1601.60,Yorkshire Purchasing Organization
Procurement,2013-04-05,2745.55,BRONTE WATER COOLERS LTD
Procurement,2013-04-05,43211.32,COMENSURA LTD
Procurement,2013-04-24,39768.63,COMENSURA LTD
Procurement,2013-04-10,32740.53,COMENSURA LTD
Procurement,2013-04-17,28702.12,COMENSURA LTD
Procurement,2013-04-10,3967.51,E.ON
Procurement,2013-04-08,3165.46,E.ON
Procurement,2013-04-08,2744.96,E.ON
Procurement,2013-04-15,1287.95,E.ON
Procurement,2013-04-15,560.10,E.ON
Procurement,2013-04-05,120361.92,NPOWER (ELECTRIC)
Procurement,2013-04-24,10147.87,NPOWER (ELECTRIC)
Procurement,2013-04-05,5931.24,NPOWER (ELECTRIC)
Procurement,2013-04-05,2670.18,NPOWER (ELECTRIC)
Procurement,2013-04-05,1440.92,NPOWER (ELECTRIC)
Procurement,2013-04-19,1078.03,NPOWER (ELECTRIC)
Procurement,2013-04-24,979.75,NPOWER (ELECTRIC)
Procurement,2013-04-05,924.84,NPOWER (ELECTRIC)
Procurement,2013-04-08,900.39,NPOWER (ELECTRIC)
Procurement,2013-04-24,802.24,NPOWER (ELECTRIC)
Procurement,2013-04-05,754.80,NPOWER (ELECTRIC)
Procurement,2013-04-19,649.55,NPOWER (ELECTRIC)
Procurement,2013-04-05,517.78,NPOWER (ELECTRIC)
Procurement,2013-04-05,-924.82,NPOWER (ELECTRIC)
Procurement,2013-04-05,-1287.88,NPOWER (ELECTRIC)
Procurement,2013-04-05,8752.07,REDFERN TRAVEL LTD
Procurement,2013-04-05,2411.10,REDFERN TRAVEL LTD
Procurement,2013-04-17,2102.98,TALKTALK BUSINESS
Procurement,2013-04-08,920.56,YORKSHIRE WATER AUTHORITY
Procurement,2013-04-24,799.41,YORKSHIRE WATER AUTHORITY
Procurement,2013-04-05,683.55,YORKSHIRE WATER AUTHORITY
Public Health,2013-04-26,33615.50,HIGHFIELD HEALTHY LIFESTYLE
Public Health,2013-04-29,21050.00,THE THORNBURY CENTRE
Revenues & Benefits,2013-04-08,502.50,ANDREW FIRTH
Revenues & Benefits,2013-04-15,2000.00,ANTP (BRADFORD DISTRICT)
Revenues & Benefits,2013-04-26,500.00,CIVICA UK LTD
Revenues & Benefits,2013-04-12,4750.00,FAMILY FUND TRADING LTD
Revenues & Benefits,2013-04-24,4505.79,FAMILY FUND TRADING LTD
Revenues & Benefits,2013-04-17,3137.75,FAMILY FUND TRADING LTD
Revenues & Benefits,2013-04-17,761.33,G HASLAM
Revenues & Benefits,2013-04-22,2211.63,MEDIACOM NORTH LTD
Revenues & Benefits,2013-04-15,20865.67,NORTHGATE INFORMATION SOLUTIONS
Revenues & Benefits,2013-04-15,11720.96,NORTHGATE INFORMATION SOLUTIONS
Revenues & Benefits,2013-04-08,2500.00,NORTHGATE INFORMATION SOLUTIONS
Revenues & Benefits,2013-04-29,2401.25,NORTHGATE INFORMATION SOLUTIONS
Skills for Work,2013-04-29,728.75,CITY & GUILDS OF LONDON INSTITUTE
Skills for Work,2013-04-08,533.50,ELDER HOMES LEEDS LLP
Skills for Work,2013-04-15,1050.00,ENTITLED TO
Skills for Work,2013-04-24,594.11,SMART STYLE HOLDINGS LTD
Soc Serv Adults,2013-04-19,2529.69,06 CARE LTD
Soc Serv Adults,2013-04-19,2486.47,06 CARE LTD
Soc Serv Adults,2013-04-19,2033.19,06 CARE LTD
Soc Serv Adults,2013-04-12,1990.80,06 CARE LTD
Soc Serv Adults,2013-04-19,1990.80,06 CARE LTD
Soc Serv Adults,2013-04-19,1990.80,06 CARE LTD
Soc Serv Adults,2013-04-12,1780.92,06 CARE LTD
Soc Serv Adults,2013-04-05,1605.95,06 CARE LTD
Soc Serv Adults,2013-04-05,1198.07,06 CARE LTD
Soc Serv Adults,2013-04-26,963.80,06 CARE LTD
Soc Serv Adults,2013-04-26,932.20,06 CARE LTD
Soc Serv Adults,2013-04-05,932.20,06 CARE LTD
Soc Serv Adults,2013-04-05,932.20,06 CARE LTD
Soc Serv Adults,2013-04-05,932.20,06 CARE LTD
Soc Serv Adults,2013-04-12,932.20,06 CARE LTD
Soc Serv Adults,2013-04-19,932.20,06 CARE LTD
Soc Serv Adults,2013-04-05,869.00,06 CARE LTD
Soc Serv Adults,2013-04-05,869.00,06 CARE LTD
Soc Serv Adults,2013-04-05,869.00,06 CARE LTD
Soc Serv Adults,2013-04-12,869.00,06 CARE LTD
Soc Serv Adults,2013-04-19,869.00,06 CARE LTD
Soc Serv Adults,2013-04-26,821.60,06 CARE LTD
Soc Serv Adults,2013-04-05,821.60,06 CARE LTD
Soc Serv Adults,2013-04-05,821.60,06 CARE LTD
Soc Serv Adults,2013-04-05,821.60,06 CARE LTD
Soc Serv Adults,2013-04-12,821.60,06 CARE LTD
Soc Serv Adults,2013-04-19,821.60,06 CARE LTD
Soc Serv Adults,2013-04-26,774.20,06 CARE LTD
Soc Serv Adults,2013-04-05,774.20,06 CARE LTD
Soc Serv Adults,2013-04-05,774.20,06 CARE LTD
Soc Serv Adults,2013-04-05,774.20,06 CARE LTD
Soc Serv Adults,2013-04-12,774.20,06 CARE LTD
Soc Serv Adults,2013-04-19,774.20,06 CARE LTD
Soc Serv Adults,2013-04-19,758.40,06 CARE LTD
Soc Serv Adults,2013-04-26,663.60,06 CARE LTD
Soc Serv Adults,2013-04-05,663.60,06 CARE LTD
Soc Serv Adults,2013-04-05,663.60,06 CARE LTD
Soc Serv Adults,2013-04-05,663.60,06 CARE LTD
Soc Serv Adults,2013-04-12,663.60,06 CARE LTD
Soc Serv Adults,2013-04-19,663.60,06 CARE LTD
Soc Serv Adults,2013-04-26,600.40,06 CARE LTD
Soc Serv Adults,2013-04-05,600.40,06 CARE LTD
Soc Serv Adults,2013-04-05,600.40,06 CARE LTD
Soc Serv Adults,2013-04-05,600.40,06 CARE LTD
Soc Serv Adults,2013-04-12,600.40,06 CARE LTD
Soc Serv Adults,2013-04-19,600.40,06 CARE LTD
Soc Serv Adults,2013-04-05,576.00,06 CARE LTD
Soc Serv Adults,2013-04-05,576.00,06 CARE LTD
Soc Serv Adults,2013-04-05,576.00,06 CARE LTD
Soc Serv Adults,2013-04-05,576.00,06 CARE LTD
Soc Serv Adults,2013-04-19,576.00,06 CARE LTD
Soc Serv Adults,2013-04-19,576.00,06 CARE LTD
Soc Serv Adults,2013-04-26,537.20,06 CARE LTD
Soc Serv Adults,2013-04-26,537.20,06 CARE LTD
Soc Serv Adults,2013-04-05,-632.00,06 CARE LTD
Soc Serv Adults,2013-04-05,-632.00,06 CARE LTD
Soc Serv Adults,2013-04-05,-632.00,06 CARE LTD
Soc Serv Adults,2013-04-05,-632.00,06 CARE LTD
Soc Serv Adults,2013-04-05,-632.00,06 CARE LTD
Soc Serv Adults,2013-04-05,-632.00,06 CARE LTD
Soc Serv Adults,2013-04-05,-632.00,06 CARE LTD
Soc Serv Adults,2013-04-05,-632.00,06 CARE LTD
Soc Serv Adults,2013-04-05,-632.00,06 CARE LTD
Soc Serv Adults,2013-04-05,-774.20,06 CARE LTD
Soc Serv Adults,2013-04-05,-821.60,06 CARE LTD
Soc Serv Adults,2013-04-19,-821.60,06 CARE LTD
Soc Serv Adults,2013-04-19,6818.00,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-19,5930.54,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-26,3685.22,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-19,3682.28,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-26,3393.60,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-19,3391.64,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-26,3142.44,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-19,3142.16,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-26,3018.26,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-19,3015.32,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-26,2759.68,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-19,2754.92,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-26,2696.96,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-19,2694.02,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-26,2535.82,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-19,2531.06,2a PARK VIEW ROAD CARE HOME
Soc Serv Adults,2013-04-12,540.00,A1 TAXIS (BRADFORD)
Soc Serv Adults,2013-04-17,7809.66,ABACUS CARE LEEDS BRADFORD
Soc Serv Adults,2013-04-26,612.36,ABBEYDALE RESIDENTIAL HOME
Soc Serv Adults,2013-04-12,612.08,ABBEYDALE RESIDENTIAL HOME
Soc Serv Adults,2013-04-26,530.18,ABBEYDALE RESIDENTIAL HOME
Soc Serv Adults,2013-04-12,529.90,ABBEYDALE RESIDENTIAL HOME
Soc Serv Adults,2013-04-17,19818.00,ABBEYFIELD ILKLEY SOCIETY LTD
Soc Serv Adults,2013-04-17,7598.50,ABBEYFIELD ILKLEY SOCIETY LTD
Soc Serv Adults,2013-04-12,2640.60,ABBEYFIELD ILKLEY SOCIETY LTD
Soc Serv Adults,2013-04-19,2601.48,ABBEYFIELD ILKLEY SOCIETY LTD
Soc Serv Adults,2013-04-05,2585.18,ABBEYFIELD ILKLEY SOCIETY LTD
Soc Serv Adults,2013-04-19,2552.58,ABBEYFIELD ILKLEY SOCIETY LTD
Soc Serv Adults,2013-04-12,2519.98,ABBEYFIELD ILKLEY SOCIETY LTD
Soc Serv Adults,2013-04-12,2314.60,ABBEYFIELD ILKLEY SOCIETY LTD
Soc Serv Adults,2013-04-05,1360.40,ABLE COMMUNITY CARE
Soc Serv Adults,2013-04-05,1360.40,ABLE COMMUNITY CARE
Soc Serv Adults,2013-04-05,1360.40,ABLE COMMUNITY CARE
Soc Serv Adults,2013-04-03,909.30,ACS BUSINESS SUPPLIES LIMITED
Soc Serv Adults,2013-04-26,855.26,ADA CARE LTD
Soc Serv Adults,2013-04-26,855.26,ADA CARE LTD
Soc Serv Adults,2013-04-05,850.36,ADA CARE LTD
Soc Serv Adults,2013-04-05,850.36,ADA CARE LTD
Soc Serv Adults,2013-04-12,850.36,ADA CARE LTD
Soc Serv Adults,2013-04-12,850.36,ADA CARE LTD
Soc Serv Adults,2013-04-26,844.62,ADA CARE LTD
Soc Serv Adults,2013-04-05,839.72,ADA CARE LTD
Soc Serv Adults,2013-04-12,839.72,ADA CARE LTD
Soc Serv Adults,2013-04-26,775.74,ADA CARE LTD
Soc Serv Adults,2013-04-05,770.84,ADA CARE LTD
Soc Serv Adults,2013-04-12,770.84,ADA CARE LTD
Soc Serv Adults,2013-04-26,612.36,ADA CARE LTD
Soc Serv Adults,2013-04-26,612.36,ADA CARE LTD
Soc Serv Adults,2013-04-05,612.08,ADA CARE LTD
Soc Serv Adults,2013-04-12,612.08,ADA CARE LTD
Soc Serv Adults,2013-04-05,612.08,ADA CARE LTD
Soc Serv Adults,2013-04-12,612.08,ADA CARE LTD
Soc Serv Adults,2013-04-26,605.78,ADA CARE LTD
Soc Serv Adults,2013-04-05,605.50,ADA CARE LTD
Soc Serv Adults,2013-04-12,605.50,ADA CARE LTD
Soc Serv Adults,2013-04-26,603.40,ADA CARE LTD
Soc Serv Adults,2013-04-05,603.12,ADA CARE LTD
Soc Serv Adults,2013-04-12,603.12,ADA CARE LTD
Soc Serv Adults,2013-04-26,601.16,ADA CARE LTD
Soc Serv Adults,2013-04-05,600.74,ADA CARE LTD
Soc Serv Adults,2013-04-12,600.74,ADA CARE LTD
Soc Serv Adults,2013-04-26,540.26,ADA CARE LTD
Soc Serv Adults,2013-04-05,539.98,ADA CARE LTD
Soc Serv Adults,2013-04-12,539.98,ADA CARE LTD
Soc Serv Adults,2013-04-26,514.22,ADA CARE LTD
Soc Serv Adults,2013-04-05,512.68,ADA CARE LTD
Soc Serv Adults,2013-04-12,512.68,ADA CARE LTD
Soc Serv Adults,2013-04-26,517.86,ADEN HOUSE CARE HOME
Soc Serv Adults,2013-04-26,517.30,ADEN HOUSE CARE HOME
Soc Serv Adults,2013-04-05,843.75,AFFINITY TRUST
Soc Serv Adults,2013-04-12,843.75,AFFINITY TRUST
Soc Serv Adults,2013-04-19,843.75,AFFINITY TRUST
Soc Serv Adults,2013-04-26,843.75,AFFINITY TRUST
Soc Serv Adults,2013-04-05,756.00,AFFINITY TRUST
Soc Serv Adults,2013-04-12,756.00,AFFINITY TRUST
Soc Serv Adults,2013-04-19,756.00,AFFINITY TRUST
Soc Serv Adults,2013-04-26,756.00,AFFINITY TRUST
Soc Serv Adults,2013-04-05,665.55,AFFINITY TRUST
Soc Serv Adults,2013-04-12,665.55,AFFINITY TRUST
Soc Serv Adults,2013-04-12,665.55,AFFINITY TRUST
Soc Serv Adults,2013-04-12,665.55,AFFINITY TRUST
Soc Serv Adults,2013-04-12,665.55,AFFINITY TRUST
Soc Serv Adults,2013-04-12,665.55,AFFINITY TRUST
Soc Serv Adults,2013-04-19,665.55,AFFINITY TRUST
Soc Serv Adults,2013-04-26,665.55,AFFINITY TRUST
Soc Serv Adults,2013-04-05,618.71,AFFINITY TRUST
Soc Serv Adults,2013-04-12,618.71,AFFINITY TRUST
Soc Serv Adults,2013-04-12,618.71,AFFINITY TRUST
Soc Serv Adults,2013-04-12,618.71,AFFINITY TRUST
Soc Serv Adults,2013-04-12,618.71,AFFINITY TRUST
Soc Serv Adults,2013-04-12,618.71,AFFINITY TRUST
Soc Serv Adults,2013-04-19,618.71,AFFINITY TRUST
Soc Serv Adults,2013-04-26,618.71,AFFINITY TRUST
Soc Serv Adults,2013-04-29,1839.80,AIDAPT BATHROOMS LIMITED
Soc Serv Adults,2013-04-29,787.00,AIDAPT BATHROOMS LIMITED
Soc Serv Adults,2013-04-26,593.46,AIRE VIEW CARE HOME
Soc Serv Adults,2013-04-19,593.18,AIRE VIEW CARE HOME
Soc Serv Adults,2013-04-05,1512.00,AIREDALE & BRADFORD CROSSROADS LTD
Soc Serv Adults,2013-04-19,1512.00,AIREDALE & BRADFORD CROSSROADS LTD
Soc Serv Adults,2013-04-26,530.18,ALEXANDER COURT
Soc Serv Adults,2013-04-19,529.06,ALEXANDER COURT
Soc Serv Adults,2013-04-19,1582.28,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-19,1582.28,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-19,1267.00,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,910.84,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,900.76,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,900.76,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,900.76,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,850.36,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,850.36,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,850.36,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,811.72,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,791.00,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,745.08,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,662.48,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,662.48,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,662.48,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,662.48,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,657.16,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,655.76,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,612.08,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,612.08,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,612.08,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,585.34,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,583.38,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,578.90,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,546.00,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,532.28,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,531.86,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,529.90,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-12,529.90,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-19,-547.32,ALLERTON PARK CARE CENTRE
Soc Serv Adults,2013-04-26,4114.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-19,4042.50,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-19,4012.25,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,3663.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,3594.25,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,3399.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-05,3295.50,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-26,3216.79,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-05,1287.29,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,1201.75,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-19,1174.25,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,1155.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-19,1155.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-05,1146.75,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-26,1105.50,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-26,1075.92,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-26,1053.31,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-05,1050.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,1050.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-26,990.89,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-19,896.50,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-05,893.75,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,893.75,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-26,893.75,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,888.25,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-19,860.75,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-26,840.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-05,840.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,840.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-19,840.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-26,642.60,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-26,577.50,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-05,577.50,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,577.50,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-19,577.50,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-26,545.16,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-26,540.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-05,540.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,540.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-19,540.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-19,540.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-05,539.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,539.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-19,539.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-19,539.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,-555.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-12,-704.00,ALLIED HEALTHCARE GROUP LTD
Soc Serv Adults,2013-04-05,3072.10,ANCHOR CARE
Soc Serv Adults,2013-04-19,3072.10,ANCHOR CARE
Soc Serv Adults,2013-04-05,2774.80,ANCHOR CARE
Soc Serv Adults,2013-04-05,2284.26,ANCHOR CARE
Soc Serv Adults,2013-04-05,2247.09,ANCHOR CARE
Soc Serv Adults,2013-04-05,2170.29,ANCHOR CARE
Soc Serv Adults,2013-04-05,2108.35,ANCHOR CARE
Soc Serv Adults,2013-04-05,2034.03,ANCHOR CARE
Soc Serv Adults,2013-04-12,1942.36,ANCHOR CARE
Soc Serv Adults,2013-04-26,1922.54,ANCHOR CARE
Soc Serv Adults,2013-04-05,1907.68,ANCHOR CARE
Soc Serv Adults,2013-04-05,1895.29,ANCHOR CARE
Soc Serv Adults,2013-04-19,1892.81,ANCHOR CARE
Soc Serv Adults,2013-04-05,1890.33,ANCHOR CARE
Soc Serv Adults,2013-04-05,1885.38,ANCHOR CARE
Soc Serv Adults,2013-04-19,1822.90,ANCHOR CARE
Soc Serv Adults,2013-04-05,-19511.00,ANCHOR CARE
Soc Serv Adults,2013-04-12,3066.00,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,1267.00,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,1267.00,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,1267.00,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,1267.00,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,1116.92,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,1112.16,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,1095.92,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,1091.16,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,905.80,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,905.52,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,900.76,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,900.76,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,876.26,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,875.98,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,855.26,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,850.36,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,773.08,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,768.18,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,683.32,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,674.80,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,666.40,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,664.86,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,662.90,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,662.90,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,662.48,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,662.48,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,660.38,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,659.96,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,659.12,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,658.70,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,654.92,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,653.66,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,653.10,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,648.20,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,647.78,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-12,641.20,ANCHOR TRUST-ASHCROFT CARE HOME
Soc Serv Adults,2013-04-26,638.96,ANCHOR TRUST-ASHCROFT CARE HOME
